text,label
а простите это чат какой страны я попала?,0
Я от такой работы через 6 месяцев начал загибаться.,0
"​​А вы знаете, зачем бизнесу нужен отдельно выделенный маркетинговый аналитик? Чем он отличается от продуктового, веб, бизнес аналитика? Какие скиллы ему нужны и куда он может профессионально развиваться?

Вчера мы с Алексеем Никушиным, основателем канала @internetanalytics очень подробно все это обсудили. Послушать наш разговор вы можете на любой удобной платформе (soundcloud, apple или google podcast, castbox, owercast, telegram, youtube и яндекс.музыка). Выбрать платформу на свой вкус можно вот тут: podcast.new.hr

Кстати, если вы еще не купили билеты на Матемаркетинг, но собираетесь, то вот вам промокод от нас: ""MM-NewHR-12"", скидка 15%! Мы идем туда обязательно, такую насыщенную программу про маркетинговую аналитику грех пропускать! 🙂",0
"Можете вообще не все, если у вас полно свободного времени и нечем его занять",0
"Т.е. принять работу, понять в каком сейчас состоянии, какие фичи уже докручены",0
"Разумеется не можете, не PR же) и не смм)",0
"Добавьте адрес офиса в пост, пожалуйста",0
мы у себя как то давали тестовое задание - спроектировать линию раздачи в столовой,0
"В словосочетании ""все устали от онлайна"" непонятно уже первое слово - какие такие ""все""? В рамках своей работы координатором по развитию образовательных методик в Летово я начинаю готовить серию зум-встреч методистов онлайн-образования/педдизайнеров для разработки повестки профессиональной ассоциации. Всех заинтересованных в обсуждении приглашаю сообщать)) на почту petr.safronov@letovo.ru",0
личное мнение,0
"ты специально меня хейтишь или че? 
доброго вечера, хейтер. 

а связи с данными и фронт, мало общего. подтянуть с бэка данные несложно, как себя поведут данные и будут ли они логично укомплектованы в архитектуру проекта — это другое, но ты мне не платишь, чтобы я тебе тут лекции вёл.

быть хорошим фронтендом это обеспечить бесперобойную связь с бэком и удобное взаимодействие пользователя на абсолютно любых устройствах, с любыми пользовательскими сценариями, 
а также анализировать, тестировать тот код который выполняется на клиенте, чтобы все было хорошо и не было «белых экранов»",0
Это право твоего работодателя ...,0
8 лет на перевод,0
Тебе повезло несказанно! Битрикс редкостное ге,0
@artemburyak ещё раз,0
значит гипотеза с воронкой поднимается наверх ),0
"Друзья, среди вас нет того, кому нужен сайт для своего бизнеса?",0
"❍

Крутая возможность бесплатно поучиться у преподавателей из института образования — University College London (UCL) и School of Education в рамках открытой программы «On education: проектирование образовательной стратегии».

Программа состоит из двух открытых лекций для дизайнеров образовательного опыта, преподавателей и менеджеров и трехчасового воркшопа для руководителей образовательных организаций. Вы можете записаться на все мероприятия программы или выбрать определенные.

Все занятия бесплатные и проходят онлайн через Zoom c синхронным переводом на русский язык. Мотивационные письма для участия в воркшопе принимаются до 28 января включительно. 

Программа и расписание:

• 3 февраля с 18:00 до 19:00 — лекция «Как используются технологии в студентоцентричном образовании?»

• 4 февраля с 18:00 до 19:00 — лекция «Стратегическое лидерство и управление в образовании»

• 6 февраля с 12:00 до 15:00 — воркшоп «Внедрение стратегического управления в образовательной организации»

Регистрация на сайте программы https://bit.ly/3sN0JHE

#partners

❏",0
"На мой взгляд вакансия выглядит очень сочно и сейчас ""набегут""",0
"Сталкиваетесь в работе с базами данных?

6 месяцев практики и опыт 20-ти крутых экспертов помогут вам профессионально работать с популярными инструментами PostgreSQL, MySQL, Redis, Tarantool, MongoDB, Cassandra и др.

🚩Вы научитесь проектировать базы данных и создавать оптимальную структуру их хранения и различать основные СУБД.
🚩Освоите синтаксис и особенности работы SQL, DDL, DML.
🚩Сможете выявлять и оптимизировать медленные запросы.
🚩Вас ждет живое общение с экспертами на вебинарах, интенсивная практика и итоговый проект, которые помогут вырасти в карьере и уверенно решать сложные интересные задачи.

👉🏻Пройдите вступительный тест, чтобы успеть занять место по спец. цене: https://otus.pw/XDhQ/",0
Ok👍,0
у меня в регионе 70 это зажиточный товарищ который может даже ипотеку взять в доме среднего класса,0
https://www.adzuna.ru/details/2148579173?v=3A02238CC041A8EDAFB580C1D9FBEA41C4762E2F&ccd=26cb9128075edd2d57fee41fb3960d10&frd=2f4686298df5f5deb84dfaca9d80a4ee&r=7105096&utm_source=jobsora2&utm_medium=ppc&partnerb=1&chnlid=1009,0
Так быстро вакансии не закрываются :),0
"Привет👋, @vkuznetssovaa
Спасибо что опубликовали ваш проект/сервис в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
"Все знают, что умение правильно обращаться с личными финансами необходимо каждому.

А что насчет инвестирования?

Как и куда вкладывать, что такое фондовая биржа и акции подскажет Капиталист — канал, где простыми словами рассказывают как управлять деньгами, чтобы они работали за вас.

Автор даёт ценные финансовые рекомендации и рассказывает как сохранить, и, главное, приумножить собственные сбережения.

Подписывайтесь и получите 5 видео по управлению личными финансами и создание пассивного дохода бесплатно — @kapitalist_vc",0
"Смысл моего месседжа в том, что вы - душнилы и никак не касается контента",0
"#резюме #android #reactnative #junior #удаленка #remote

Формат работы: удалённо 
Занятость: полная / частичная
Ожидания по зарплате: от 30000 руб
Обо мне:

Ищу работу или стажировку android разработчиком.

• Java, Kotlin, React Native(TypeScript)
‎• Architecture Components
‎• MVP, MVVM
‎• ViewBinding, DataBinding
• Dagger 2
‎• RxJava , Coroutines
‎• Material components
‎• Retrofit, GSON
• Git",0
"не успел - уже не отредактировать(( 
Москва, м. Дмитровская",0
Fl да,0
"В полной мере процессы по pmbook я не встречал в российском айти, так что можно сильно не стремится к pmp, особенно на старте",0
"Устал писать грязный код?

В hello world я рассказываю о многих интересных и актуальных вещах из мира анализа данных, разработки приложений и программирования.

Канал будет полезен многим начинающим разработчикам и просто интересующимся.

Hello World – размышления на тему науки, программирования и высоких технологий",0
"Ещё как актуальны 💪 

Это базовые требования к продакту",0
"Каждый день мы постим вакансии для специалистов из ИТ и Диджитал. А сегодня первое число и наши традиционные дайджесты c лучшими вакансиями за ноябрь.
Прочитал сам — покажи другому!
Ваш New.HR ❤️

Дайджесты: 
💠ТОПы https://is.gd/ffBmKO
💠IT-ТОПы/ТехЛиды https://is.gd/6KO1M0
💠Продюсеры https://is.gd/hXi7lT
💠Junior-вакансии https://is.gd/SKIm7G
💠Продакты и Проджекты https://is.gd/lJDgLR
💠Маркетинг https://is.gd/7BGQpf
💠Аналитики https://is.gd/skKz87
💠PR и SMM https://is.gd/lliMMo
💠Дизайнеры https://is.gd/kPzdx8
💠Сейлзы, Аккаунты, Биздевы https://is.gd/qCPVqK
💠Редактора, копирайтеры, журналисты https://is.gd/QMRPIn
💠HR и Рекрутеры https://is.gd/89JcM0
💠Frontend https://is.gd/ixHHwP
💠Python https://is.gd/RJ7BiR
💠Java, Scala https://is.gd/LggMly
💠iOS, Android https://is.gd/RzSzw4
💠QA https://is.gd/07Junz
💠DevOps https://is.gd/zt1Hwe
💠C/C++ https://is.gd/7QF5IM
💠C#, .Net https://is.gd/jBqWf3
💠PHP https://is.gd/J9aoXd
💠Ruby & Elixir https://is.gd/8RJtXw
💠Go & Rust https://is.gd/n1oP0z

P. S. Если вы хотите разместить свою вакансию, пишите на post@newhr.ru",0
"там ответственность большая, не думаю что это самый простая специальность из всех что есть",0
И больше ее никто ни когда не видел,0
Продуктовый юрист?,0
Если нужны бабки за работу - бери заказ,0
"​​Рекрутеры всё делают не так!

Вы помните недавнюю историю, как iOS-разработчик в «Твиттере» рассказывал, как искал работу и с чем столкнулся? А потом VC сделал из этого статью со скриншотами, вот ссылка: https://is.gd/Tp3Vyx
Мы познакомились с автором и позвали Антона к нам в подкаст, чтобы поговорить про то, что рекрутеры делают не так и что значит «так».

В чатике «Боль Тимлида» мы познакомились с Виктором Фабриченко, который много интересного рассказал про свой взгляд на взаимоотношения рекрутеров и кандидатов в ИТ. Его мы тоже пригласили в подкаст.

Ведь это нонсенс! Рекрутеры и кандидаты не общаются (в массе своей), у обеих сторон предвзятое отношение друг к другу и накопленное недовольство. Это надо как-то прекращать.

Приходите к нам 4 марта в 19:00.
Будем в прямом эфире обсуждать самые адские кейсы, что бесит кандидатов, а что — рекрутеров, и попробуем найти компромисс в этом важном и нужном для всех процессе. 🤗❤️

Ссылка на регистрацию: https://is.gd/aoAqr7",0
"🖥 Мадагаскар: Маленькие и дикие (2020) HD 

Автор - ГрандКино",0
"Привет👋, @ekaterinavoroninaa
Спасибо что опубликовали ваш проект/сервис в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
"❗️Честно, я офигел..

видео залили сюда ⤵️",0
ну и не пытаться сразу получать 100500к в секунду,0
"и ссылочку ""обычную"". все навесы бот срезает",0
Вам не могу предложить мужское пари. Извините,0
Ну кстати плюс таких универов в комьюнити не так ли?,0
"Мы вернёмся к вакансиям 13 мая, а пока нас не будет — подписывайтесь на наш канал про жизнь  ̶и̶  боль в рекрутинге: @recruitingismylife",0
"Покажите вашим детям : Mars Leadership experience Program (Москва)
 
Программа дает возможность поработать на трех позициях в разных отделах компании. Продолжительность работы на каждой из позиций — один год. За три года можно прокачать управленческие навыки и получить опыт в разных отделах компании. 

В рамках программы предусмотрены интересные проекты, поддержка со стороны лучших менеджеров и руководства компании, индивидуальная программа обучения и сплоченное сообщество участников программы.
 
Приглашают выпускников 2016–2020 годов, владеющих английским на уровне Upper-Intermediate и выше. Обещают конкурентоспособную заработную плату.
 
Возможность отклика по ссылке 

#стажировка #детям  #junior #Mars",0
"Для IT-ТОПов❤️
Лучшие вакансии за июль! ✌️
New.HR вручную собрал для вас самые интересные вакансии из проверенных ИТ и Диджитал компаний.

Вакансии от 40+ компаний: Кошелёк, TalentTech, iBrush, Zoon, Мета, eLama, Mail.ru Group, Pixonic, Альфа-Банк и др.

Ссылка на дайджест:  https://is.gd/3StlBV

Чтобы разместить свою вакансию, пишите: post@newhr.ru",0
Страшно,0
Верно?,0
Removed msg from xxxcssas. Reason: forwarded messages disabled.,0
давайте решать какой фреймворк выберем? предлагаю запланировать колл,0
"Мне в этой вакансии нравится Short Term, который, судя по тексту, предполагает ответственность за результат - это уже не про джунов кмк.",0
"Артем, в целом, я понимаю ваше видение. 

Но не считаю, что мы вводим кандидатов в заблуждение. 

Опять же – мы готовы рассмотреть на открытые позиции специалистов различного уровня. И исходя из скиллов мы сможем предложить соответствующее вознаграждение.",0
"Привет👋, @KatrinKomareus!
Спасибо что опубликовали вашу вакансию в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск кандидата.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
"Привет👋, @ahmiimtiaz!
Спасибо что опубликовали вашу вакансию в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск кандидата.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
"Всем привет!
Мы выпустили зарплатную аналитику для хантинга, читайте на VC. Там же можно скачать весь отчет пдфкой.

Из интересного:
— Написали, за что кандидаты покупают вашу вакансию. Или не покупают.
— Описали тренды, влияющие на кадровый голод.
— Сравнили ЗП ожидания с началом года. Спойлер: больше всего, предсказуемо, выросли ЗП ожидания фронтендеров и мобильщиков.

И да, общее правило современного ИТ и Диджитал рынка неизменно: Нашел нормального кандидата? Бери и беги!

https://vc.ru/hr/71793-analitika-zarplat-dlya-hantinga-2019g/",0
Ворьё,0
"РАСПРОДАЖА КУРСОВ🙀

Да-да, вы не ослышались! Давненько у нас не было таких огромных скидок, но мы захотели сделать подарок для всех желающих — 50% скидки на курсы.

🔥Пусть 2021 подарит карьерный рост! Но не пускайте свою жизнь на самотёк, начинайте действовать уже сейчас.

Курсы подходят и для новичков, и для продвинутого уровня. Почему стоит погрузиться в них прямо сейчас?😏

💥рынок прогнозирует, профессия рекрутера будет актуальна ближайшие 10 лет;
💥стабильный высокий заработок;
💥вложения сейчас окупятся уже через месяц работы;

Подробная информация по ссылке ! Скорее переходите, распродажа продлится до 30.12 👍",0
Это да,0
а как посоветуете отслеживать продуктивность? чтобы потом еще и показать ее руководству,0
реши что все клиенты дебилы,0
"Хочешь поработать?
Плачу хорошо",0
"Привет👋, @vik_bm
Спасибо что опубликовали ваш проект/сервис в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
Мне больше интересны требования и само общение вплоть до оформления в штат,0
"#помогу

Если вы озадачены вопросами👇
⠀
❓кто Я и в чем мое призвание?
⠀
❓как реализоваться в материальном мире?
⠀
❓какой у меня Личный бренд?
⠀
❓почему мои отношения оставляют желать лучшего?
⠀
❓что Я делаю не так?
⠀
❓что движет моими поступками?
⠀
❓какая моя мотивация?
⠀
❓почему меня иногда/часто не воспринимают и не слышат, когда я говорю, и что с этим делать?
⠀
❓и нескончаемая классика — почему мне не везет в…
⠀
Все мы, без исключения, на разных этапах жизни и по разным обстоятельствам, приходим к мысли - НАДО ЧТО-ТО МЕНЯТЬ🤔
⠀
А как?
⠀
‼️Конечно в соответствии со своей природой и своими талантами, данными нам от рождения!
⠀
А это необходимо - знать СЕБЯ, понимать СЕБЯ, чувствовать СЕБЯ!
⠀
И этому всему мы совместно будем учиться в индивидуальной работе🤓 опираясь на ВАШУ механику, энергетику и таланты данные вам от природы🍀
⠀
Как все будет проходить?
👇
Вы заказываете Полное Прочтение+Таланты
В течении нескольких дней, я подготавливаю текстовый файл и высылаю вам на ознакомление.
⠀
После чего мы договариваемся с вами о времени проведения консультации (порядка 2-2,5 часов), на которой обсуждаем полную картину вашего бодиграфа, и даю задание на неделю.
⠀
Далее мы встречаемся еще 4 раза (раз в неделю) и обсуждаем ваши осознания, возникшие вопросы и дается следующее задание.
⠀
Примерный план, в зависимости от запроса:
1. Ваше взаимодействие с окружением
2. Инкарнационный крест и паттерны жертвы, Ложного Я
3. Отношения и реализация
4. Личный бренд
5. Оставшиеся сферы и план действий на ближайшее время.
⠀
Таким образом, в течении месяца, мы разберем все максимально подробно, рассмотрим ваше влияние на окружение и влияние окружения на вас, заглянем в травмы и страхи и составим некий план действия по проработке и возвращению вас себе😉🤗
⠀
⚠️Важна ваша готовность к работе! Задания содержат вопросы по самонаблюдению и самоанализу.
Ваша жизнь в ваших руках🙌
Вопросы в Директ✍️",0
"2 декабря мы перезапускаем наш курс «IT не для IT», но уже в новом формате — автовебинары. Такой формат позволит вам обучаться в любое удобное время.

Пройдя курс вы станете тем специалистом, который сможет понять, кто нужен заказчику, а кто не соответствует требованиям.

Преимущества курса:
✔️ Каждый урок проводится разработчиками из крупных компаний.
✔️ Знания процессов и технологий разработки от А до Я.
✔️ Теоретическая часть всегда подкрепляется реальными кейсами.
✔️ Получение сертификата о прохождении обучения.

Программа курса: 
Модуль 1: Основы разработки
Модуль 2: Архитектура и тестирование
Модуль 3: Front-end 
Модуль 4: Back-end 
Модуль 5: Mobile 

Видео-уроки будут доступны в течение 30 дней после старта курса. 

Программу и спикеров смотрите здесь http://bit.ly/2Kp9HWF",0
Государству это крайне выгодно,0
начинающих я брал и без этого - смотрел на майндсет человека в разговоре,0
"Так давай призови их Бетмен , контакты они мои знают пусть спросят с меня",0
Универсальный совет для практически любой вакансии),0
❐  ❐   ❐  Всем классной пятницы и хороших выходных! ❐  ❐   ❐,0
"Пример тестовой задачи
Ответа не будет
Challenge yourself


«Автобаза»
Автобаза имеет несколько автомобилей.  Нужно реализовать учёт фактических и нормативных расходов бензина и запчастей на автомобили.

1.  Реализовать возможность для каждого автомобиля раз в год сохранять норму расхода бензина на 100 км пробега, и марку бензина, которая должна для него использоваться.
2.  Реализовать возможность для каждой марки бензина задать стоимость литра этой марки.
3.  Реализовать возможность  сохранить информацию о типах местности, например: город, холмы, тундра; и коэффициент повышения расхода бензина на этих типах местности.
4.  Реализовать возможность учитывать данные в соответствии с путевыми листами. Путевой лист - оформляется  водителями на каждую поездку. 
a.  В нём фиксируется: Остаток бензина в баке на начало пути, показания спидометра (километры, которые проехал автомобиль за всю свою жизнь) на начало, остаток бензина в баке на конец пути, показания спидометра на конец, тип местности. 
b.  Путевой лист должен автоматически рассчитывать: остаток бензина в баке на начало пути, показания спидометра на начало пути, фактический расход бензина и нормативный расход бензина. 
c.  Нормативный расход бензина вычисляется как произведение нормы расхода автомобиля и коэффициента типа местности. 
d.  Проводка по нормативному расходу бензина Дт 23 Кт 10. Проводка по разности нормативного и фактического расхода бензина Дт91 Кт10.
5.  Реализовать возможность учитывать данные о заправке автомобиля бензином. Проводка Дт10 Кт76. 
6.  Реализовать возможность учитывать данные о списании запчастей на автомобиль. Проводка Дт25 Кт10. Количественный и суммовой учёт запчастей допустимо не организовывать, предоставив вводить данные пользователю.
7.  Реализовать отчёт «расходы автомобилей». Параметры отчёта – период. Группировка – автомобили. Колонки: марка бензина; пройдено км; нормативный расход бензина, количество и сумма; фактический расход бензина, количество и сумма; списано запчастей, количество и сумма.
8.  Реализовать отчёт «Карточка движений по автомобилю». Параметры отчёта – автомобиль и период. Группировка: документы; колонки: марка бензина, тип местности, запчасть, стоимость фактическая, стоимость нормативная (для запчастей и для заправок =0). В отчёт должны попадать движения бензина по автомобилю – по путевым листам и по заправкам, а также списания запчастей.",0
"Подскажите, есть возможность пойти на стажировку продуктового аналитика в VK и заниматься созданием ml модели для аналитики пользователей, судя по описанию  придется юзать sql, python, матстат и немного разбираться в продуктовых метриках, которые все это будет затрагивать
Для продакта эти знания потом будут актуальны? Просто я сейчас в поисках вакансии джуна и не знаю стоит ли тратить на это время",0
"Опционы это не чистые деньги, притом что если вестинг от года, то это отсрочка прям серьезная.",0
"а нахрена ты меня типаешь ? )

однозначно алеша )",0
"🖥 Королевский Гамбит (2021) HD

Автор - ГрандКино",0
либо овнер печатает бабки,0
"Ещё есть желающие нажимать на рандомные команды, которые ничего не делают?",0
"Друзья, ищем спикеров на митап по Фронтенд в Питере 14ого июня! 
Если вам интересно, пожалуйста, напишите нам :) 
@lilpersic 
Подробности и прошлые митапы тут: 
https://www.getitcommunity.com 
P.S регистрация на митап уже открыта",0
"Прекрасно! Удачи вам в вашем начинании)

Для более эффективного взаимодействия с ребятами из канала, рекомендую вам чуть более полно раскрыть обязанности вашего будущего продуктового менеджера :)",0
Сделать может отдельный чат: «обсуждение российского edtech» ?,0
"ща бы функционал и функции смешивать, ммм",0
"Если вы все еще пытаетесь успеть всех нанять до конца года, мы в New.HR рекомендуем прекратить заниматься этим гиблым делом, все равно большинство кандидатов переносят общение на после нового года и на после бонусов. Вместо этого, лучше налейте себе винишка и прикиньте ваши планы на найм в 21 году. Мы понимаем, конечно, что вы уже все прикинули в сентябре-октябре. Но мы тут для вас подготовили повод еще раз проанализировать свою рекрутинговую стратегию и бюджеты на хантинг. 

Сначала мы в New.HR хотели просто проапдейтить нашу июньскую зарплатную аналитику для хантинга разработчиков, аналитиков и продактов. Но потом поняли, что просто писать: ""АААА, Зарплатные ожидания кандидатов выросли на 20%! ААААА"" Как-то не ок 🙈 Надо же рассказать, почему так случилось и что с этим делать. 

В итоге, мы написали обзор ключевых трендов, которые, на наш взгляд, будут аффектить ИТ-найм сеньорных экспертов в 2021 году. Плюс, рекомендации, что можно со всем этим делать, чтобы все же нанимать. Плюс, зарплатные вилки для хантинга. В том числе долларовые вилки. В общем, масса всего интересного. Рекомендуем не открывать, если у вас нет винишка под рукой или чего покрепче.

Статья: https://vc.ru/hr/189368-kakie-problemy-s-naymom-v-it-zhdut-v-2021

P.S. Кстати, если вы сейчас ищите работу, то для вас пред- и пост- новогодние недели - лучшее время! Пока остальные кандидаты отдыхают, у вас есть шанс на крутые вакансии и относительно низкую конкуренцию за них на рынке. Поэтому, не откладывайте и откликайтесь на вакансии и пишите рекрутерам! ❤️

P.P.S. Картинка выше - из нашего канала ""Рекрутинг и жизнь"". Если вы на него еще не подписаны, очень рекомендую это сделать: @recruitingismylife",0
"​​Каждый день мы постим вакансии для специалистов из ИТ и Диджитал. А сегодня наши традиционные дайджесты c лучшими вакансиями за январь.
Прочитал сам — покажи другому!
Ваш New.HR 💚

Вакансии от 40+ компаний: Rusbase, Joom, Plarium, Фоксфорд, Яндекс, Сбермаркет, Лаборатория Касперского, МегаФон, Wildberries, Intel и др.

Ссылка на дайджест:  https://is.gd/jGGdNv

Следите за новыми вакансиями для начинающих специалистов где удобно:
Telegram https://is.gd/LfLXol
Facebook https://is.gd/STzr9D

Чтобы разместить свою вакансию, пишите: post@newhr.ru",0
"да, я это вижу, мне нужны и такие компетенции",0
И тишина. И более ни слова,0
мы под NDA,0
"А я напоминаю, что супер крутая акция для тестирования разработчиков доступна для подписчиков канала.

Для разработчика хорошо - можно померить свой скилл по единой шкале крутости. Какая-ни какая, а другой нету

Для работодателя хорошо - закупай пакет тестов и давай кандидатам. Экономит время тех. Спецов и позволяет повысить вероятность найти нормального спеца, если вообще некому проверить

Для канала хорошо - на рынке появляются стандарты, они двигаются в массы 

Для тестов хорошо - они зарабатывают и улучшают продукт.

Все подробности участия и как получить скидку с 750 до 250 - здесь:
https://feedback.cron-plus.ru/",0
"Привет👋, @Kristina_Kadyrova
Спасибо что опубликовали ваш проект/сервис в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
"🖥 Отель Белград (2020) HD

Автор - ГрандКино",0
"Спасибо большое, хорошего дня.",0
Куда я имею в виду направление компании и страну,0
"#whois #designer #uxui #UI #UX #figma #резюме #дизайнер
Коллеги, добрый день!
Меня зовут Лушников Илья. С 2011 года занимаюсь графическим дизайном, имею профильное высшее образование НИУ ИТМО (Санкт-Петербург). Работал в разных командах дизайнером и арт-директором. На данный момент ищу продуктовую команду, в которой смогу продолжить карьеру в качестве UX/UI специалиста. Быстро обучаем.

• Умею в Figma, Photoshop, Illustrator, AE
• Люблю собирать информацию, подбирать референсы, анализировать конкурентов прежде, чем приступить к реализации проекта.
• Понимаю, что любой дизайн-макет – это прежде всего задача, которую необходимо решить для развития бизнеса.
• Коммуникабельный. Умею презентовать и проводить переговоры.
• Имею опыт проработки визуальных коммуникаций (под разные ЦА).
• Умею работать в команде.

Работы в области графического дизайна: https://www.behance.net/gladmug

Интерфейсы, над которыми я работал (некоторые проекты под NDA, поэтому не публикую на Behance): https://disk.yandex.ru/d/KNwMuRpDQ68JXg

Открыт к предложениям:
telegram: @gladmug
hello@gladmug.ru",0
И нет пола,0
"Привет👋, @redmadisson
Спасибо что опубликовали ваш проект/сервис в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
Конечно,0
"К сожалению, не смогу ответить про школу Сбера, но смогу ответить на вопросы про команду СберМаркета)",0
"Держите в курсе, оставайтесь на связи 👌😹",0
"🖥 Упс! Приплыли (2021) HD

Автор - ГрандКино",0
Я влетел на нытьё джуна,0
"Привет👋, @vikkkkkktori!
Спасибо что опубликовали вашу вакансию в нашей группе!
Мы ценим вас, поэтому мы создали бота,
который упростит вам поиск кандидата.
Нажмите на START, а мы опубликуем вашу вакансию во все наших соц сетях и каналах!",0
"В точку! Но не долго). Не забывайте, что команда - это capex, а продакт - opex.",0
"Можете постить, но только по формату(правилам)",0
"В адекватных коллективах и компаниях именно так и делают, так как покупают мозги, а не функцию.",0
"Мы продолжаем наши митапы про работу в IT и создали новую рубрику ""Как нанимают IT в различных компаниях""

Поэтому в среду, 21 октября, в 20:00 встречаемся на нашем YouTube канале с представителями mos.ru: Кир Дергачев, Frontend Team Lead, и Владимир Семенюк, Head of Engineering 🔥

Обсудим вопросы:
- Какие вопросы задают на собеседовании на позицию Front-end?
- Какие навыки проверяются и как? Примеры вопросов; 
- Как оценивается глубина знаний по технологиям?
- Какие особенности технического интервью в mos.ru?
- Дают ли тестовые задания? 
- Чем отличается интервью по уровням позиций junior, middle, senior?
- Как оценивают soft skills? 
- Примеры, когда кандидаты проваливали интервью. Основные ошибки
- Как подготовиться к интервью? 

А чтобы не забыть, добавьте себе напоминание в Google-календарь

Подписывайтесь на наш YouTube канал и следите за анонсами следующих мероприятий 🙌",0
